Date,CHF=X,EURGBP=X,EURJPY=X,AUDUSD=X,EURUSD=X,CAD=X,JPY=X,NZDUSD=X,SGD=X,HKD=X,GBPUSD=X
1/6/2017,0,0,0,0,0,0,0,0,0,0,0
1/9/2017,0,0,0,0,0,0,0,0,0,0,0
1/10/2017,0,0,0,0,0,0,0,0,0,0,0
1/11/2017,0,0,0,0,0,0,0,0,0,0,0
1/12/2017,0,0,0,0,0,0,0,0,0,0,0
1/13/2017,0,0,0,0,0,0,0,0,0,0,0
1/16/2017,0,0,0,0,0,0,0,0,0,0,0
1/17/2017,0,0,0,0.011869554,0,0,0,0.017749986,0.003788979,0,0
1/18/2017,0,0,0,0,0,0,0,0,0,0,0
1/19/2017,-0.003882299,0,0.008136324,0,0,0,0,0,0,0,0
1/20/2017,0,0,0,0,0,0,0,0,0,0,0
1/23/2017,0,0.007274554,0,0,0,0,0.007623715,0,0,0,0
1/24/2017,0,0,0,0,0,0,0,0,0,0,0
1/25/2017,0,0,0,0,0,0,0,0,0,0,0
1/26/2017,0,0,0,0,0,0,0,0,0,0,0
1/27/2017,-0.00405658,0,0,0,0,0,0,0,0,0,0
1/30/2017,0,0,0,0,0,0,0,0.004365061,0,0,0
1/31/2017,0,0,0,0.00704001,0,0,0,0,0,0,0
2/1/2017,0,0,0,0,0,0,0,0,0,0,0
2/2/2017,0,0,0,0,0,0,0,0,0,0,0
2/3/2017,0,0,0,0,0,0,0,0,0,0,0
2/6/2017,0,0,0,0,0,0,-0.008289869,0,0,0,0
2/7/2017,0,0.012581153,0,0,0,0,0,0,0,0,0
2/8/2017,0,0,0,0,0,0,0,0,0,0,0
2/9/2017,0,0,0,0,0,0.004656715,0,0,0,0,0
2/10/2017,0,0,0,0,0,0,0,0,0,0,0
2/13/2017,0,0,0,0,0,0,0,0,0,0,0
2/14/2017,0,0,0.0072729,0,0,-0.003795965,0,0,0,0,0
2/15/2017,0,0,0,0,0,0,0,0,0,0,0
2/16/2017,0,0,0,0,0,0,0,0,0,0,0
2/17/2017,0,0,0.019316866,0,0,0,0,0,0,0,0
2/20/2017,0,0,0,0,0,0,0,0,0,0,0
2/21/2017,0,0,0,0,0,0,-0.001568546,0,0,0,0
2/22/2017,0,0,0,0,0,0,0,0,0,0,0
2/23/2017,0,0,0,0,0,0,0,0,0,0,0
2/24/2017,0,0,0,0,0,0,0,0,0,0,0
2/27/2017,0,0,0,0,0,0,0,0,0,0,0
2/28/2017,0,0,0,0,0,0,0,0,0,0.000167173,0
3/1/2017,0,0,0,0,0,0,0,0,0,0,0.018435018
3/2/2017,0,0,0,0,0,0,0,0,0,0,0
3/3/2017,0,0,0,0,0,0,0,0,0,0,0
3/6/2017,0.001821237,0,0,0,0,0,-0.004136839,0,0,0,0
3/7/2017,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,0,0,0,0,0,0,0,0,0,0,0
3/9/2017,-0.003094903,0,0,0,0,0,0,0,0,0,0
3/10/2017,0,0,0,0,0,0,0,0,0,0,0
3/13/2017,0,0,0,0,0,0,0,0,0,0,0
3/14/2017,0,0,0,0,0,-0.002975231,0,0,0,0,0
3/15/2017,0,0.00819334,0,0.011984374,0,0,0,0,0,0,0
3/16/2017,0.01368287,0,0,0,0,0,0.030876334,0,0,0,0
3/17/2017,0,0,0,0,0,0,0,0,0,0,0
3/20/2017,0,0,0,0,0,0,0,0,0,0,0
3/21/2017,0,0,0,0,0,0,0,0,0,0,0
3/22/2017,0,0,0,0,0,0,0,0,0,9.61E-05,0
3/23/2017,0,0,0,0,0,0,0,0,0,0,0
3/24/2017,0,0,0,0,0,0,0,0.003099902,-0.002376597,0,0
3/27/2017,0,0,-0.005342727,0,0,0,0.001342495,0,0,0.000219647,-0.002323134
3/28/2017,0,0,0,0,0,0,0,0,0,0,0
3/29/2017,0,0,0,0,0.015886631,0,0,0,0,-0.000160069,0
3/30/2017,0,0,0,0,0,0,0,0,0,0,0
3/31/2017,0,0,0.012039125,0,0,0,0,0,0,0,0
4/3/2017,0,0,0,0,0,0,0,0,0,0,0
4/4/2017,0,0,0,0,0,0,0,0,0,0,0
4/5/2017,0,0,0,0,0,0,0,0,0,0,0
4/6/2017,0,0,0,-0.000881097,0,-0.003581035,0,0,0,0,0.000837953
4/7/2017,0,0,0,0,0,0,0,0,0,0,0
4/10/2017,0,0,0,0,0,0,0,0,0,0,0
4/11/2017,0,0,0.00964122,0,0,0,0,0,0,0,0
4/12/2017,0,0,0,0,0,0,0,0,0,0,0
4/13/2017,0,0,0,0.001040417,0.00837022,0,0,0,0,0.000147357,0
4/14/2017,0,0,0,0,0,0,0,0,0,0,0
4/17/2017,0.00660296,0,0,-0.003465364,0,0,0,0.000136629,0.001934787,0,0
4/18/2017,0,0,0,0,0,0,0,0,0,0,0
4/19/2017,0,0,0,0,0,0,0,0,0,0,0
4/20/2017,0,0,0,0,0,0,0,0,0,0,0
4/21/2017,0,0,0,0,0,0,0,0,0,0,0
4/24/2017,0,0,0,-0.001781775,0,0,0.022001913,0,0,0,0
4/25/2017,0,0,0,0,0,0,0,0,0,0,0.008339818
4/26/2017,0,0,0,0,0,0,0,0,0,0,0
4/27/2017,0,0,0,0,0,0,0,0,0,0,0
4/28/2017,0,0,0,0,0,0,0.00959273,0,0,-0.000596048,0
5/1/2017,0,0,0,-0.005114887,0,0,0,0.00483741,0.005364944,0,0
5/2/2017,0,0,0,0,0,0.001451203,0,0,0,0.000429812,-0.00293053
5/3/2017,0,0,0,0,0,0,0,0,0,0,0
5/4/2017,0,0,0,0,0,0,0,0,0,0.000777772,0
5/5/2017,0,0,0,0,0,0,0,0,0,0,0
5/8/2017,0,0,0,0,0,0,0,0,0,0,0
5/9/2017,0,0,0,0,0,0,0,0,0,0,0
5/10/2017,0,0,0,0,0,0,0,0,0,-8.56E-05,0
5/11/2017,0,0,0,0,0,0,0,0,0,0,0
5/12/2017,0,0,0,0,0,0,0,0,0,0,0
5/15/2017,0,0,0,0,0,0,0,0,0,0,0
5/16/2017,0,0,0,0,0,0,0,0,0,0,0
5/17/2017,0,0,0,0,0,0,0,0,0,0,0
5/18/2017,0,0,0,0,0,0,0,0,0,-0.000636755,0
5/19/2017,0,0,0,0,0,0,0,0,0,0,0
5/22/2017,0,0.009377163,0,0,0,0,0,0,0,0,0
5/23/2017,0,0,0,0,0,0,0,0,-0.002316911,0,0
5/24/2017,-0.004560557,0,0,0,0,0,0,0,0,0,0
5/25/2017,0,0,0,0,0,0,0,0,0,0,0
5/26/2017,0,0,0,0,0,0,0,0,0,0,0
5/29/2017,0,0,0,0,0,0,0,0,0,0,0
5/30/2017,0,-0.002660245,0.006161927,0,0,0,0.015098414,0,-0.002494754,0,0
5/31/2017,0,0,0,0,0,0,0,0,0,-0.00046191,0
6/1/2017,0,0,0,0,0,0,0,0,0,0,0
6/2/2017,0,0,0,0,0,0,0,0,0,0,0
6/5/2017,0,0,0,0,0,0,0,0,0,0,-0.004541274
6/6/2017,0,0,0,0,0,0,0.002428655,0,0,0,0
6/7/2017,0,0,0,0,0,0,0,0,0,0,0
6/8/2017,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,0,0,0,-0.004205287,0,0,0,0,0,0,0
6/12/2017,0,0,0,0,0,0,0,-0.004012732,0,0,0
6/13/2017,0,0,0,0,0,0.011694014,0,0,-0.002016011,0,0
6/14/2017,0,0,0,0,0,0,0,0,0,-0.000146108,0
6/15/2017,0,0,0,0,0,0,0,0,0,0,0
6/16/2017,0,0,0,0,0,0,0,0,0,0,0
6/19/2017,7.77E-05,0,0,0,0,0,0,0,0,0,0
6/20/2017,0,0,0,0,0,0,0.007080201,0,0,0,0
6/21/2017,0,0,0,0,0,0,0,0,0,0,0
6/22/2017,0.01829749,0,0,0,0.025538651,0,0,0,0,-0.000502721,0
6/23/2017,0,0.003083245,0,0,0,0,0,0,0,0,0.025749632
6/26/2017,0,0,0,0,0,0,0.017477997,0,0,0,0
6/27/2017,0,0,0,0,0,0.021049834,0,0,0,0,0
6/28/2017,0,0,0,0,0,0,0,0,0,0,0
6/29/2017,0,0,0,0,0,0,0,0,0,0,0
6/30/2017,0,-0.00328716,0,0,0,0,0,0,0,0,0
7/3/2017,0,0,0,0,0,0,0,0,0,0,0
7/4/2017,0,0,0,0,0,0,0,0,0,0,0
7/5/2017,0,0,0,0,0,0,0.000223317,0,0,0,0
7/6/2017,0,0,0,0,0,0,0,0,0,0,0
7/7/2017,0,0,0,0,0,0,-0.005090897,0,0,0,0
7/10/2017,0,0,0,0,0,0,0,0,0,0,0
7/12/2017,0,-0.001441545,0,0.044965154,0.009528123,0,0,-0.002953939,0,0,0
7/13/2017,0,0,0,0,0,0,0,0,0,0,0
7/14/2017,0,0,0,0,0,0,0,0,0,0,0
7/17/2017,0,0,0,0,0,0,0,0,0,0,0
7/18/2017,0,0,0.007362024,0,0,0,0.002818215,0,0,0,0
7/19/2017,0,0,0,0,0,0,0,0,0,0,0
7/20/2017,0,0.008499327,0,0,0,0,0,0,0,0,-0.003176375
7/21/2017,0,0,0,0,0,0,0,0,0,0,0
7/24/2017,0,0,0,0,0,0,0,0,0,-0.000586957,0
7/25/2017,0,0,0,0,0,0,0,0,0,0,0
7/26/2017,0,-0.003605869,0,0,0,0,0,0,0,0.000770652,0
7/27/2017,0,0,0.00076562,0,0,0,0,0,0,0,0
7/28/2017,0,0,0,0,0,0,0,0,0,0,0
7/31/2017,0,0,0,0,0,0,0,0,0,0,-0.004839054
8/1/2017,-0.007952535,-0.003379839,0,-0.004130224,0,0,0,0,0,0,0
8/2/2017,0,0,0,0,0,0,0,0,0,0,0
8/3/2017,0,0,0,0,0,0,0,0,0,0,0
8/4/2017,0,0,0.01066324,0,0,0,0,0,0,0,0
8/7/2017,0,0,0,0,0,0,0,0,0,-2.86E-05,0
8/8/2017,-0.002651811,0,0.004431154,0,0,0,0.00026104,0,0,0,0
8/9/2017,0,0,0,0,0,-0.004355478,0,0,0,0,0
8/10/2017,0,0,0,0,0,0,0,0,0,0,0
8/11/2017,0,0,0,0,0,0,0,0,0,0.000481726,0
8/14/2017,0,0,0,0,0,0,0,0,0,0,0
8/15/2017,0,0,0,0,0,-0.003604924,0,0,0,0,0
8/16/2017,0,0,0,0,0,0,0,0,0,0,0
8/17/2017,0,0,0,0,0,0,0,0,0,0,0
8/18/2017,0,0,0,0,0,0,0,0,0,0,0
8/21/2017,0,0,0,0,0.016426519,0,0,0,0,0,0
8/22/2017,0,0,0,0,0,0.003867492,0,0,0,0,0
8/23/2017,-0.005011268,0,0,0,0,0,0,0,0,0,0
8/24/2017,0,0,0.015611685,0,0,0,0,0,0,0,0
8/25/2017,0,0,0,0,0,0,0,0,0,0,0
8/28/2017,0,0,0,0,0,0,0,0,0,0,0
8/29/2017,0,0,0,0,0,0,0,0,0,0,0
8/30/2017,0,0,0,0,0,0,0,0,0,0,0
8/31/2017,0,0,0,0,0,0,0,0,0,0,0
9/1/2017,0,0,0,0,0,0,0,0,0,0,0
9/4/2017,0,0,0,0,0,0,0,0,0,0,0
9/5/2017,-0.005227206,0,0,0.005837924,0,0.015966235,0,0.013948655,0,-0.000464421,0
9/6/2017,0,0,0,0,0,0,0,0,0,0,0
9/7/2017,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,0,0,0,0,0,0,0,0,0,0,0
9/11/2017,0,0,0,0,0,0,0,0,0,0,0
9/12/2017,0,0,0.024686878,0,0,0,0,0,0,0,0
9/13/2017,0,0,0,0,0,0,0,0,0,0,0
9/14/2017,0,0,0,0,0,0,0,0,0,0,0
9/15/2017,0,0,0,0,0,0,0,0,0,-0.000519887,0
9/18/2017,0,0,0,0,0,0,0,0,0,0,0
9/19/2017,0.006194468,0,0,0,-0.004548694,0,0,0,0,0,0
9/20/2017,0,0,0,0,0,0,0,-0.007942347,0,0,0
9/21/2017,0,0,-0.00403467,0,0,0,0,0,0,0,0
9/22/2017,0,0,0,0,0,0,0,0,0,0,0
9/25/2017,0,0,0,0,0,0,0,0,0,0,0
9/26/2017,0,0,0,0.01219175,0,0,0,0,0,0,0
9/27/2017,0,0,0,0,0,0,0,0,0,0,0
9/28/2017,0,0,0,0,0,0,0,0,0,0,0
9/29/2017,-0.005652253,0,0,0,0,0,-0.000822449,0,0,0,0
10/2/2017,0,0,0,0.007871195,0,0,0,0,0,0,0.015444523
10/3/2017,0,0,0,0,0,0,0,0,0,0,0
10/4/2017,0,0,0,0,0,0,0,0,0,0,0
10/5/2017,0,0.004473446,0,0,0,0,0,0,0,0,0
10/6/2017,0,0,0,0,0,0,0,0,0,0,0
10/9/2017,0,0,0,0,0,0,0,0,0,0,0
10/10/2017,-0.000803852,0,0,0.008662791,0,0,0,0,0,0,0
10/11/2017,0,-0.003081407,0,0,0,0,0,0,0,0,0
10/12/2017,0,0,0,0,0,0,0,0,0,0,0
10/13/2017,0,0,0,0,0,0,0,0,0,0,0
10/16/2017,0,0,0,0,0,0,0,0,0,0,0
10/17/2017,0.013914611,0,0,0,0,0,0,0,0,0,0
10/18/2017,0,0,0.013856991,0,0,0,0,0,0,0,0
10/19/2017,0,0,0,0,0,0,0,0,0,0,0
10/20/2017,0,0,0,0,0,0,0,0,0,0,0
10/23/2017,0,0,0,0,0,0,0,0,0,0,0
10/24/2017,0,0,0,0,0,0,0,0,0,0,0
10/25/2017,0,0,0,0,-0.003029624,0,0,0,0,0,0
10/26/2017,0,0,0,0,0,0,0,0,0,0,0
10/27/2017,0,0,0,0,0,0,0,0,0,-0.000436996,0
10/30/2017,0,0,0,0,0,0,0,0,0,0,0
10/31/2017,0,0,0,0,-0.003783979,0,0,0,0,0,0
11/1/2017,0,0,0,0,0,0,0,0,0,0,0
11/2/2017,0,0,0,0,0,0.014698028,0,0,0,0,0
11/3/2017,0,0,0,0,0,0,0,0,0,0,0
11/6/2017,0,0,0,0,0,0,0,0,0,0,0
11/7/2017,0,0,0,0,0,0,0,0,0,0,0
11/8/2017,0,0,0,0,0,0,0,0,0,0,0
11/9/2017,0,0,0,0,0.010333221,0,0,-0.005918337,0.00237252,0,0
11/10/2017,0,0,0,0,0,0,0,0,0,0,0
11/13/2017,0,0,0,0,0,0,0,0,0,0,0
11/14/2017,0,0,0,0,0,0,0,0,0,0,0
11/15/2017,0,0,0,0,0,0,0,0,0,0,0.013237147
11/17/2017,0,0,0,0,0,0,0,0,0,0,0
11/20/2017,0,0,0,0,0,0,0,0,0,0,0
11/21/2017,0,0,0,0,0,0,0,0,0,0,0
11/22/2017,0,0,0,0,0,0,0,0,0,0,0
11/23/2017,0,0,0,0,0,0,0,0,0,0,0
11/24/2017,0,0,0,0,0,0,0,0,0,0,0
11/27/2017,0,0,0,0,0,0,0,0,0,0,0
11/28/2017,0,0,0,0,0,0,0,0,0,0,0
11/29/2017,0,0,0,0,0,0,0,0,0,0,0
11/30/2017,0,0,0,0,0,0,0,0,0,0,0
12/1/2017,0,0,0,0,0,0,0,0,0,0,0
12/4/2017,0,0,0,0,0,0,0,0,0,0,0
12/5/2017,0.005581568,0,0.001185944,0,0,0,0,0.00931748,0,0,0
12/6/2017,0,0,0,0,0,0,0,0,0,0,0
12/7/2017,0,0.003857191,0,0,0,0,0,0,0,0,0
12/8/2017,0,0,-0.003035101,0,0,0,0,0,0,0,0
12/11/2017,0,0,0,0,0,0,0,0,0,0,0
12/12/2017,0,0,0,0,0,0,0,0,0,0,0
12/13/2017,0,0,0,0,0,0,0,0,0,0,0
12/14/2017,0,0,0,0,0.007197485,0,0,0,0,0,0.000107709
12/15/2017,0,0,0,0,0,0,0,0,0,0,0
12/18/2017,0,0,0,0,0,0,0,0,0,0,0
12/19/2017,0,0,0,0,0,0,0,-0.004741608,0,0,0
12/20/2017,0,0,0,0,0,0,0,0,0,0,0
12/21/2017,0,0,0,0.01438029,0,0,0,0,0,0,0
12/22/2017,0,0,0,0,-0.003732672,0,0,0,0,0,0
12/25/2017,0,0,0,0,0,0,0.004303038,0,0.00449121,0,0
12/26/2017,0,0,0,0,0,0,0,0,0,0,0
12/27/2017,0,0,0,0.012792576,0,0.010798218,0,0,0,0,0
12/28/2017,0,0,0,0,0,0,0,0,0,6.87E-05,0
12/29/2017,0,0,0,0,0,0,0,0,0,0,0
1/1/2018,0,0,0,0,0,0,0,0,0,0,0
1/2/2018,0,0,0,0,-0.001531678,0,0,0,0.000323741,0.0008109,0.001004145
1/3/2018,0,0,0,0,0,0,0,0,0,0,0
1/4/2018,0,0,0,0,0,-0.002280107,0,0,0,0,0
1/5/2018,0,0,0,0,0,0,0,0,0,0,0
1/8/2018,0,0,0,0,0,0,0,0,0,0,0
1/9/2018,0,0,0,0,0,0,0,0.011449785,0,0,0
1/10/2018,0,0,0,0,0,0,0,0,0,0,0
1/11/2018,0,0,0,0,0,0,0,0,0,0,0
1/12/2018,0,0,0,0,0,0,0,0,0,0,0
1/15/2018,0,0,0,0,0,0,0,0,0,0,0
1/16/2018,0,0.00983276,0,0,0,0,0,0,0,0,0
1/17/2018,0.015979921,0,0,0.008813027,0.008744645,0,0.011339178,-0.006756721,0,0,0.029814304
1/18/2018,0,0,0.000278322,0,0,0,0,0,0,0,0
1/19/2018,0,0,0,0,0,0,0,0,0,0,0
1/22/2018,0,0,0,0,0,0,0,0,0,0,0
1/23/2018,0,0,0,0,0,0,0,0,0,0,0
1/24/2018,0,0,0,0,0,0,0,0,0,0,0
1/25/2018,0,0,0,0,0,0,0,0,0,0,0
1/26/2018,0,0,0,0,0,0,0,0,0,0,0
1/29/2018,0,0,0,0,0,0,0,0,0,0,0
1/30/2018,0,0,0,0,0,0,0,0,0,0,0
1/31/2018,0,0,0,0,0,0,0,0,0,0,0
2/1/2018,0,0,0,0,0,0,0,0,0,0,0
2/2/2018,0,0,0,0,0,0,0,0,0,0,0
2/5/2018,0,0,0,0,0,0,0,0,0,0,0
2/6/2018,0,0,0,0,0,0,0.017173914,0,0,0,0
2/7/2018,0,0,0,0,0,0,0,0,0,0,0
2/8/2018,0,0,0,0,0,0,0,0,0,0,0
2/9/2018,0,0,0,0,0,0,0,0,0,0,0
2/12/2018,0,0,0,0,0.009010394,0,0,0,0,0,0
2/13/2018,-0.0002,0,0,0,0,0,0.009704752,0,0,0,0.008898882
2/14/2018,0,0,0,0,0,0,0,0,0,0,0
2/15/2018,0,0,0,0,0,0,0,0,0,0,0
2/16/2018,0,0,0.007128056,0,0,0,0,0,0,0,0
2/19/2018,0,0,0,0,0,0,0,0,0,0,0
2/20/2018,0,0,0,0,0,0,0,0,0,0,0
2/21/2018,0,0,0,0,0,0,0,0,0,0,0
2/22/2018,0,0,0,0,0,0,0,0,0,0,0
2/23/2018,0,0,0,0,0,0,0,0,0,0,0
2/26/2018,0,0,0,-0.004960919,0,0,0,0,0,0,0
2/27/2018,0,0,-0.005201249,0,0,0,0,0,0,0,0
2/28/2018,0,0,0,0,0,0,0,0,0,0,0
3/1/2018,0,0,0,0,0,0,0,0,0,0,0
3/2/2018,0,0,0,0,0,0,0,0,0,0,0
3/5/2018,0,0,0,0,0,0,0,0,0,0,0
3/6/2018,0,0,0,0,0,0,0,0,0,0,0
3/7/2018,0,0,0,0,0,0,0,0,0,0,0
3/8/2018,0,0,0,0,0,0,0,0,0,0,0
3/9/2018,0,0,0,0,0,0,0,0,0,0,0
3/12/2018,0,0,0,0,0,0,0,0,0,0,0
3/13/2018,0,0,0,0,0,0,0,0,0,0,0
3/14/2018,0,0.013686018,0,0,0,0,0,0,0,0,0
3/15/2018,0,0,0,0,0,0,0,0,0,0,0
3/16/2018,0,0,0,0,0,0,0,0,0,0,0
3/19/2018,0,0,0,0,0,0,0,0,0,0,0
3/20/2018,0,0,0,0,0,0,0,0,0,0,0
3/21/2018,0,0,0,0,0,0.010424291,0,0,0,0,0
3/22/2018,0,0,0,0,0,0,-0.003403953,0,0,0,0
3/23/2018,0,0,0,0,0,0,0,0,0,0,0
3/26/2018,0,0,0,0,-0.003451671,0,0,0,0,0,0
3/27/2018,0,0,0,0,0,0.002432972,0,0,0,0,0
3/28/2018,0,0,0,0,0,0,0,0,0,0,0
3/29/2018,0,0,0,0,0,0,0,0,0,0,0
3/30/2018,0,0,0,0,0,0,0,0,0,0,0
4/2/2018,0,0,0,0,0,0,0,0,0,0,0
4/3/2018,0,0,0,0,0,0,0,0,0,0,0
4/4/2018,0,0,0,0,0,0,0,0,0,0,0
4/5/2018,0,0,0,0,0,0,0,0,0,-0.000192368,0
4/6/2018,0,0,0,0,0,0,0,0,0,0,0
4/9/2018,0,0,0,0,0,0,-0.00091994,0,0,0,0
4/10/2018,0,0,0,0,0,0,0,0,0,0,0
4/11/2018,0,0,0,0,0,0,0,0,0,-0.00031456,0
4/12/2018,0,0,0,0,0,0,0,0,0,0,0
4/13/2018,0,0,0,0,0,-0.004977583,0,0,0,0,0
4/16/2018,0,0,0,0,0,0,0,0,0,0,0
4/17/2018,0,0,0,0,0,0,0,0,0,0,0
4/18/2018,0,0,0,0,0,0,0,0,0,0,0
4/19/2018,0,0,0,0,0,0,0,0,0,0,0
4/20/2018,0,0,0,0,0,0,0,0,0,0,0
4/23/2018,0,0,0,0,0,0,0,0,0,0,0
4/24/2018,0,-0.003551178,0,0,0,0,0,0,0,0,0
4/25/2018,0,0,0,0,0,0,0,0,0,0,0
4/26/2018,0,0,0.015849088,0,0,0,0,0,0,0,0
4/27/2018,0,0,0,0,0,0,0,0,0,0,0
4/30/2018,0,0,0,0,0,0,0,0,0,0,0
5/1/2018,0,0,0,0,0,0,0,0,0,0,0
5/2/2018,0,0,0,0,0,0,0,0,0,0,0
5/3/2018,0,0,0,0,0,0,0,0,0,0,0
5/4/2018,0,-0.001388912,0,0,0,0,0,0,0,0,0
5/7/2018,0,0,0,0,0,0,0,0,0,0,0
5/8/2018,0,0,-0.002429738,0.003206273,0,-0.001627079,0,0,0,0,0
5/9/2018,-0.000129924,0,0,0,0,0,0.009200798,0,0,-0.000314554,0
5/10/2018,0,0,0,0,0,0,0,0,0,0,0
5/11/2018,0,0,0,0,0,0,0,0,0,0,0
5/14/2018,0,-0.003838573,0,0,0,0,0,0,0,0,-0.007017874
5/15/2018,0,0,0,0,0,0.001793313,0,0,0,0,0
5/16/2018,0,0,0,0,0,0,0,0,0,0,0
5/17/2018,0,0,0,0,0,0,0,0,0,0,0
5/18/2018,0,0,0,0,0,0,0,0,0,0,0
5/21/2018,0,0,0,0,0,0,0,0.002977964,0,0,0
5/22/2018,0.006219887,0,0,0,0,-0.004744631,0,0,0,0,0
5/23/2018,0,0,0,0,0,0,0,0,0,0,0
5/24/2018,0,0,0,0,0,0,0,0,0,0,0
5/25/2018,0,0,0,-0.00088857,0.001819033,0,0,0,0,0,-0.000614116
5/28/2018,-0.003470078,0,0,0,0,0,0,0,0,0,0
5/29/2018,0,0,0,0,0,0,0,0,0,0,0
5/30/2018,0,0,0,0,0,0,0,0,0,0,0
5/31/2018,0,0,0,0,0,0,0,0,0,0,0
6/1/2018,0,0,0,0,0,0,0,0,0,0,0
6/4/2018,0,0,0,0,0,0,0,0,0.000398798,-0.00019996,0
6/5/2018,0,0,0,0,0,0,0,0,0,0,0
6/6/2018,0.000307627,0,0,0,0,0,0,-0.003361037,-0.001025233,-5.98E-05,0
6/7/2018,0,-0.00457399,0,0,0,0,0,0,0,0,0
6/8/2018,0,0,0,0.024431045,0,0,0,0.012632787,0,0,0
6/11/2018,0,0,0,0,0,0,0,0,0,0,0
6/12/2018,0,0,0,0,0,0,0,0,0,0,0
6/13/2018,0,0,0,0,0,0,0,0,0,0,0.012701134
6/14/2018,0,0,0,0,0,0,0,0,0,0,0
6/15/2018,0,0,0,0,0,0,0,0,0,0,0
6/18/2018,0,0,0,0,0,0,0,0,0,0,0
